date,time,borough,zip_code,latitude,longitude,on_street_name,cross_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,unique_key,vehicle_type_code_1,vehicle_type_code_2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5
2015-06-08 00:00:00+00,09:30:00,BROOKLYN,11230,40.6171598,-73.9677407,EAST 7 STREET,AVENUE M,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3235986,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
2015-06-08 00:00:00+00,09:30:00,STATEN ISLAND,10310,40.6347206,-74.1089308,CASTLETON AVENUE,DAVIS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3236355,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,09:35:00,BROOKLYN,11231,40.6799453,-73.9895589,BOND STREET,UNION STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3236763,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,09:35:00,QUEENS,11375,40.7329423,-73.8496051,64 AVENUE,108 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3236291,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-08 00:00:00+00,09:39:00,BROOKLYN,11237,40.7051908,-73.9147693,CYPRESS AVENUE,HIMROD STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3236129,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-08 00:00:00+00,09:40:00,,,40.6937879,-73.8117234,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3236183,MOTORCYCLE,OTHER,,,
2015-06-08 00:00:00+00,09:56:00,BROOKLYN,11223,40.5993145,-73.9729096,MC DONALD AVENUE,AVENUE T,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3235964,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2015-06-08 00:00:00+00,09:55:00,MANHATTAN,10021,40.7704767,-73.9663884,EAST 70 STREET,MADISON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3235790,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,09:50:00,QUEENS,11423,40.7299427,-73.7784858,UNION TURNPIKE,192 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3236933,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,09:50:00,BRONX,10457,40.8441805,-73.9029171,WEBSTER AVENUE,EAST 174 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3236567,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
2015-06-08 00:00:00+00,09:40:00,MANHATTAN,10075,40.7713904,-73.9504303,EAST 79 STREET,YORK AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3235788,SPORT UTILITY / STATION WAGON,,,,
2015-06-08 00:00:00+00,09:40:00,BROOKLYN,11201,40.6904686,-73.9878913,LIVINGSTON STREET,SMITH STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3236142,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-08 00:00:00+00,09:30:00,BRONX,10461,40.8515978,-73.8501067,HERING AVENUE,LAKEWOOD PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3235937,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
2015-06-08 00:00:00+00,09:29:00,BROOKLYN,11216,40.6800886,-73.9439725,FULTON STREET,BROOKLYN AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3236120,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2015-06-08 00:00:00+00,09:28:00,BROOKLYN,11231,40.6763194,-74.011414,RICHARDS STREET,WOLCOTT STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3236764,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
2015-06-08 00:00:00+00,09:25:00,QUEENS,11104,40.7433745,-73.9205559,44 STREET,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3236957,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,09:25:00,MANHATTAN,10009,40.7304423,-73.9803395,EAST 14 STREET,AVENUE A,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3235754,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,09:20:00,MANHATTAN,10031,40.8183941,-73.9508794,WEST 135 STREET,CONVENT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3235834,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,,
2015-06-08 00:00:00+00,09:15:00,BROOKLYN,11235,40.578439,-73.9680438,OCEAN PARKWAY,OCEAN VIEW AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3235960,PASSENGER VEHICLE,PICK-UP TRUCK,,,
2015-06-08 00:00:00+00,09:15:00,BRONX,10472,40.8276556,-73.8860957,WESTCHESTER AVENUE,WHITLOCK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3235875,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,09:10:00,STATEN ISLAND,10309,40.5511324,-74.2116951,ROSSVILLE AVENUE,GRAFE STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3237112,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,09:10:00,QUEENS,11360,40.7871984,-73.7799889,15 AVENUE,BELL BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3237645,PASSENGER VEHICLE,VAN,,,
2015-06-08 00:00:00+00,09:10:00,BROOKLYN,11207,40.6585778,-73.8906229,LINDEN BOULEVARD,PENNSYLVANIA AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Failure to Yield Right-of-Way,,,,3236094,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,09:05:00,,,,,6 AVENUE,65 STREET,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,3236021,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,09:02:00,MANHATTAN,10012,40.7263924,-73.9917957,BOWERY,EAST 3 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3235741,UNKNOWN,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,20:30:00,,,,,FLATBUSH AVENUE,LIVINGSTON STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3236827,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-08 00:00:00+00,09:00:00,MANHATTAN,10023,40.7803123,-73.9856796,WEST 72 STREET,RIVERSIDE DRIVE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3236503,BUS,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,09:00:00,MANHATTAN,10017,40.7554056,-73.9794839,WEST 45 STREET,5 AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,3235779,TAXI,MOTORCYCLE,,,
2015-06-08 00:00:00+00,09:00:00,,,40.7007397,-73.9949795,,,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3237508,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-08 00:00:00+00,09:00:00,,,40.6663098,-73.7916994,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3236315,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,09:00:00,,,40.6234844,-74.0199288,,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3236022,LARGE COM VEH(6 OR MORE TIRES),LARGE COM VEH(6 OR MORE TIRES),,,
2015-06-08 00:00:00+00,09:00:00,QUEENS,11373,40.7334973,-73.8703694,WOODHAVEN BOULEVARD,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3237022,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2015-06-08 00:00:00+00,09:00:00,BROOKLYN,11218,40.6495238,-73.9807129,MCDONALD AVENUE,GREENWOOD AVENUE,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3236069,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,09:00:00,BRONX,10455,40.8105168,-73.9100466,EAST 145 STREET,JACKSON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3235861,OTHER,SPORT UTILITY / STATION WAGON,,,
2015-06-08 00:00:00+00,08:50:00,BROOKLYN,11218,40.631276,-73.9783115,DAHILL ROAD,44 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3235994,PASSENGER VEHICLE,MOTORCYCLE,,,
2015-06-08 00:00:00+00,08:50:00,QUEENS,11423,40.7117995,-73.7713427,188 STREET,91 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3236194,BUS,VAN,,,
2015-06-08 00:00:00+00,08:50:00,QUEENS,11413,40.6743785,-73.7507958,220 PLACE,137 ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3236224,PASSENGER VEHICLE,OTHER,,,
2015-06-08 00:00:00+00,08:48:00,BROOKLYN,11205,40.6932879,-73.9738559,MYRTLE AVENUE,WASHINGTON PARK,,1,0,0,0,1,0,0,0,Other Vehicular,Unspecified,,,,3236153,PASSENGER VEHICLE,BICYCLE,,,
2015-06-08 00:00:00+00,08:40:00,STATEN ISLAND,10308,40.5424295,-74.1459041,HYLAN BOULEVARD,NELSON AVENUE,,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,3236379,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,08:40:00,BROOKLYN,11235,40.590398,-73.9518933,EAST 18 STREET,AVENUE Y,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3236667,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,08:35:00,,,,,14 AVENUE,CROSS ISLAND PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3237644,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
2015-06-08 00:00:00+00,08:35:00,QUEENS,11377,40.7361943,-73.9060153,TYLER AVENUE,59 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3236955,LARGE COM VEH(6 OR MORE TIRES),,,,
2015-06-08 00:00:00+00,08:35:00,QUEENS,11357,40.7897865,-73.8141832,12 ROAD,150 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3236261,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,08:31:00,BRONX,10459,40.8286292,-73.8908782,HOE AVENUE,HOME STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3236566,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,08:30:00,BROOKLYN,11233,40.6768131,-73.9192363,ATLANTIC AVENUE,HOWARD AVENUE,,4,0,0,0,0,0,4,0,Unspecified,Unspecified,,,,3236122,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-08 00:00:00+00,08:30:00,MANHATTAN,10128,40.7865477,-73.9525532,EAST 96 STREET,PARK AVENUE,,1,0,1,0,0,0,0,0,Other Vehicular,,,,,3235792,SPORT UTILITY / STATION WAGON,,,,
2015-06-08 00:00:00+00,18:16:00,,,,,MAIN STREET,GRAND CENTRAL PARKWAY,,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,3236939,TAXI,SPORT UTILITY / STATION WAGON,,,
2015-06-08 00:00:00+00,08:30:00,MANHATTAN,10069,40.7795441,-73.9879942,RIVERSIDE BOULEVARD,WEST 70 STREET,,0,0,0,0,0,0,0,0,View Obstructed/Limited,View Obstructed/Limited,,,,3257060,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,08:30:00,MANHATTAN,10011,40.7476892,-74.0041684,WEST 23 STREET,10 AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3235749,AMBULANCE,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,08:30:00,BROOKLYN,11226,40.6486441,-73.9557613,BEDFORD AVENUE,SNYDER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3236045,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,20:47:00,MANHATTAN,10037,40.8204372,-73.9362273,WEST 145 STREET,LENOX AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3244795,PASSENGER VEHICLE,LIVERY VEHICLE,,,
2015-06-08 00:00:00+00,08:30:00,BRONX,10458,40.8581915,-73.8843443,EAST FORDHAM ROAD,HUGHES AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3237327,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,08:25:00,BROOKLYN,11234,40.6095191,-73.9273564,AVENUE T,RYDER STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238037,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-08 00:00:00+00,08:20:00,QUEENS,11413,40.6781443,-73.7520688,218 STREET,135 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3236222,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,08:20:00,QUEENS,11377,40.7399663,-73.8942315,70 STREET,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,3236956,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,08:15:00,MANHATTAN,10040,40.8609571,-73.9265034,NAGLE AVENUE,ARDEN STREET,,0,0,0,0,0,0,0,0,Other Electronic Device,Other Electronic Device,,,,3236557,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-08 00:00:00+00,08:15:00,BROOKLYN,11236,40.6423428,-73.893961,AVENUE K,EAST 101 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3236032,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2015-06-08 00:00:00+00,08:15:00,BROOKLYN,11214,40.5913711,-73.990246,,,2601 HARWAY AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3237361,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-08 00:00:00+00,08:15:00,BRONX,10459,40.8231905,-73.8894852,FAILE STREET,ALDUS STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3235871,UNKNOWN,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,08:10:00,BROOKLYN,11203,40.6562409,-73.9366834,CLARKSON AVENUE,TROY AVENUE,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,3236730,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,08:10:00,MANHATTAN,10035,40.8056394,-73.934392,EAST 128 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3235829,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,08:10:00,MANHATTAN,10019,40.7667145,-73.9828775,WEST 57 STREET,8 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3236478,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-08 00:00:00+00,08:09:00,BRONX,10466,40.8890524,-73.8421993,,,3929 BAYCHESTER AVENUE,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3235923,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,08:07:00,,,,,144 AVENUE,BREWER BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3236307,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-08 00:00:00+00,08:05:00,BROOKLYN,11206,40.6994563,-73.9396898,BROADWAY,ELLERY STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3236127,SPORT UTILITY / STATION WAGON,OTHER,,,
2015-06-08 00:00:00+00,08:05:00,BRONX,10462,40.8544781,-73.8666923,CRUGER AVENUE,LYDIG AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3235936,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2015-06-08 00:00:00+00,08:00:00,,,40.6076884,-74.1389164,,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,View Obstructed/Limited,,,,3237096,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
2015-06-08 00:00:00+00,08:00:00,QUEENS,11385,40.7104263,-73.8621795,89 STREET,DORAN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3236884,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2015-06-08 00:00:00+00,08:00:00,QUEENS,11101,40.7551804,-73.9176687,34 AVENUE,44 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3237066,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2015-06-08 00:00:00+00,08:00:00,MANHATTAN,10025,40.7952524,-73.9732091,WEST END AVENUE,WEST 96 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3235820,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,08:00:00,MANHATTAN,10024,40.7864855,-73.9721726,COLUMBUS AVENUE,WEST 86 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3235819,LIVERY VEHICLE,LIVERY VEHICLE,,,
2015-06-08 00:00:00+00,08:00:00,BROOKLYN,11239,40.650766,-73.8848048,VANDALIA AVENUE,PENNSYLVANIA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3236097,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,08:00:00,BROOKLYN,11237,40.7065744,-73.9228648,WYCKOFF AVENUE,TROUTMAN STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3236800,SPORT UTILITY / STATION WAGON,OTHER,,,
2015-06-08 00:00:00+00,08:00:00,BROOKLYN,11221,40.6970777,-73.931841,BUSHWICK AVENUE,WILLOUGHBY AVENUE,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3236128,OTHER,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,07:46:00,MANHATTAN,10016,40.74478,-73.9758819,EAST 34 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Lost Consciousness,,,,,3235766,TAXI,LARGE COM VEH(6 OR MORE TIRES),,,
2015-06-08 00:00:00+00,07:42:00,BRONX,10462,40.8520677,-73.8686057,BRONX PARK EAST,BRONXDALE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3235935,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-08 00:00:00+00,07:30:00,QUEENS,11101,40.7447332,-73.9335895,QUEENS BOULEVARD,THOMSON AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3236958,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
2015-06-08 00:00:00+00,07:00:00,STATEN ISLAND,10314,40.6114287,-74.1168345,SLOSSON AVENUE,REON AVENUE,,0,0,0,0,0,0,0,0,Physical Disability,Physical Disability,,,,3236356,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,07:00:00,MANHATTAN,10034,40.8663357,-73.9250042,BROADWAY,ACADEMY STREET,,0,0,0,0,0,0,0,0,Other Electronic Device,Other Electronic Device,,,,3236556,LIVERY VEHICLE,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,07:00:00,BRONX,10466,40.8902422,-73.8602985,LOWERRE PLACE,EAST 228 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3235922,BUS,UNKNOWN,,,
2015-06-08 00:00:00+00,07:00:00,BRONX,10460,40.841521,-73.8745935,EAST 180 STREET,BRONX PARK AVENUE,,0,0,0,0,0,0,0,0,Outside Car Distraction,Fatigued/Drowsy,,,,3236621,PASSENGER VEHICLE,VAN,,,
2015-06-08 00:00:00+00,06:59:00,BROOKLYN,11222,40.7240986,-73.9509778,MANHATTAN AVENUE,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3236165,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,06:50:00,BROOKLYN,11208,40.6734111,-73.8676022,SUTTER AVENUE,AUTUMN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3236092,PASSENGER VEHICLE,PICK-UP TRUCK,,,
2015-06-08 00:00:00+00,06:50:00,BRONX,10475,40.86832,-73.8331589,BARTOW AVENUE,EDSON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3235927,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,06:45:00,BRONX,10466,40.8866077,-73.864505,CARPENTER AVENUE,EAST 222 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3235926,PASSENGER VEHICLE,,,,
2015-06-08 00:00:00+00,06:35:00,,,40.6673286,-73.7790214,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3236314,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,06:30:00,QUEENS,11419,40.6894456,-73.8087115,106 AVENUE,VAN WYCK EXPRESSWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Prescription Medication,,,,3236189,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2015-06-08 00:00:00+00,06:20:00,QUEENS,11423,40.7118846,-73.781197,181 STREET,89 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3236188,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,06:20:00,MANHATTAN,10021,40.7703826,-73.9560414,,,333 EAST 75TH STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3235786,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-08 00:00:00+00,06:08:00,BROOKLYN,11226,40.6527959,-73.9468749,NEW YORK AVENUE,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3236703,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,02:45:00,QUEENS,11434,40.6779672,-73.7869649,155 STREET,121 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3236304,PASSENGER VEHICLE,,,,
2015-06-08 00:00:00+00,02:25:00,,,40.7821423,-73.8248379,,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,3236257,PASSENGER VEHICLE,VAN,,,
2015-06-08 00:00:00+00,02:20:00,MANHATTAN,10026,40.8063358,-73.9558696,WEST 118 STREET,MANHATTAN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3236542,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2015-06-08 00:00:00+00,23:56:00,MANHATTAN,10025,40.7991318,-73.9666629,WEST 104 STREET,AMSTERDAM AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3236517,TAXI,,,,
2015-06-08 00:00:00+00,23:44:00,MANHATTAN,10013,40.7256734,-74.0057798,VARICK STREET,SPRING STREET,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3236393,TAXI,SPORT UTILITY / STATION WAGON,,,
2015-06-08 00:00:00+00,23:40:00,,,40.8380117,-73.8732802,,,,0,0,0,0,0,0,0,0,Other Vehicular,Fatigued/Drowsy,,,,3237322,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-08 00:00:00+00,23:40:00,,,40.7676137,-73.9499947,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3236487,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,23:18:00,MANHATTAN,10017,40.7533182,-73.9725871,EAST 46 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Other Vehicular,,,,3236458,TAXI,TAXI,,,
2015-06-08 00:00:00+00,23:18:00,BROOKLYN,11203,40.6584159,-73.9291413,EAST 52 STREET,WINTHROP STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3236704,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-08 00:00:00+00,23:15:00,QUEENS,11106,40.7670131,-73.9349355,BROADWAY,12 STREET,,1,0,0,0,0,0,1,0,Lost Consciousness,Driver Inattention/Distraction,,,,3237058,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2015-06-08 00:00:00+00,23:15:00,BROOKLYN,11228,40.6180573,-74.0205243,86 STREET,10 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3236718,PASSENGER VEHICLE,,,,
2015-06-08 00:00:00+00,23:07:00,MANHATTAN,10002,40.7228188,-73.9930913,BOWERY,STANTON STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3236402,SPORT UTILITY / STATION WAGON,TAXI,,,
2015-06-08 00:00:00+00,23:00:00,,,40.749937,-73.7741927,,,,1,0,0,0,0,0,1,0,Turning Improperly,Tire Failure/Inadequate,,,,3237677,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,23:00:00,,,,,ELLIS AVENUE,CROSS BRONX EXPRESSWAY,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3236572,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,23:00:00,QUEENS,11106,40.7613564,-73.9353886,21 STREET,35 AVENUE,,0,0,0,0,0,0,0,0,Physical Disability,Physical Disability,,,,3237055,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-08 00:00:00+00,22:55:00,QUEENS,11369,40.762523,-73.8655479,29 AVENUE,GILMORE STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3237083,PASSENGER VEHICLE,UNKNOWN,,,
