date,time,borough,zip_code,latitude,longitude,on_street_name,cross_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,unique_key,vehicle_type_code_1,vehicle_type_code_2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5
2015-06-23 00:00:00+00,14:41:00,,,40.7166435,-73.9756004,,,,5,0,0,0,0,0,5,0,Fatigued/Drowsy,Unspecified,,,,3244648,TAXI,TAXI,,,
2015-06-23 00:00:00+00,14:00:00,,,40.8771427,-73.9231889,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245721,PASSENGER VEHICLE,,,,
2015-06-23 00:00:00+00,14:00:00,QUEENS,11104,40.7432641,-73.9196285,QUEENS BOULEVARD,45 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245386,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-23 00:00:00+00,13:50:00,QUEENS,11101,40.7337618,-73.9374216,REVIEW AVENUE,37 STREET,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3245385,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2015-06-23 00:00:00+00,13:50:00,BROOKLYN,11238,40.6792042,-73.9552939,ATLANTIC AVENUE,FRANKLIN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245178,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,17:45:00,,,,,,,PARKING LOT OF 2560 BRUCKNER BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3244898,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,13:50:00,BROOKLYN,11233,40.6733913,-73.916771,SARATOGA AVENUE,ST MARKS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3254427,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
2015-06-23 00:00:00+00,13:45:00,QUEENS,11416,40.6870382,-73.8430019,97 AVENUE,100 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3245261,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,13:45:00,MANHATTAN,10012,40.7261676,-73.998362,WEST HOUSTON STREET,GREENE STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3244645,TAXI,,,,
2015-06-23 00:00:00+00,13:45:00,MANHATTAN,10024,40.785805,-73.9726712,WEST 85 STREET,COLUMBUS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3244753,VAN,PICK-UP TRUCK,,,
2015-06-23 00:00:00+00,13:00:00,,,,,BARCLAY STREET,GREENWICH STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3244630,SPORT UTILITY / STATION WAGON,VAN,,,
2015-06-23 00:00:00+00,11:30:00,MANHATTAN,10012,40.7259315,-73.9946496,LAFAYETTE STREET,BLEECKER STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Driver Inexperience,,,,3248067,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
2015-06-23 00:00:00+00,11:30:00,BROOKLYN,11233,40.6769218,-73.921695,,,1998 ATLANTIC AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245116,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,16:30:00,,,,,QUEENS BOULEVARD,59 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3246035,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-23 00:00:00+00,11:30:00,BROOKLYN,11203,40.6553345,-73.9307664,LENOX ROAD,UTICA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245051,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,11:29:00,BRONX,10460,40.8367707,-73.8859644,EAST 174 STREET,VYSE AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3244843,PASSENGER VEHICLE,VAN,,,
2015-06-23 00:00:00+00,11:29:00,MANHATTAN,10065,40.7618573,-73.9634255,2 AVENUE,EAST 61 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3244739,LARGE COM VEH(6 OR MORE TIRES),LARGE COM VEH(6 OR MORE TIRES),,,
2015-06-23 00:00:00+00,11:05:00,QUEENS,11362,40.7555451,-73.7388336,,,242-02 61 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3246775,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,11:00:00,,,40.7377986,-73.8506909,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3245445,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-23 00:00:00+00,11:00:00,,,,,,,PARKING LOT OF 208-06 CROSS I. PARKWAY,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3245414,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-23 00:00:00+00,07:56:00,QUEENS,11418,40.6933926,-73.8334236,93 AVENUE,113 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245259,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,23:20:00,BROOKLYN,11238,40.6811205,-73.9644216,WASHINGTON AVENUE,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3247218,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,23:30:00,QUEENS,11101,40.7536142,-73.9476066,QUEENS PLAZA SOUTH,10 STREET,,1,0,0,0,0,0,1,0,Prescription Medication,Unspecified,,,,3245390,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,23:50:00,MANHATTAN,10033,40.8486271,-73.9342412,ST NICHOLAS AVENUE,WEST 180 STREET,,2,0,0,0,0,0,2,0,Other Vehicular,Other Vehicular,,,,3246987,PASSENGER VEHICLE,VAN,,,
2015-06-23 00:00:00+00,02:00:00,QUEENS,11436,40.6798397,-73.8026423,116 AVENUE,139 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3245479,UNKNOWN,,,,
2015-06-23 00:00:00+00,02:45:00,QUEENS,11101,40.7522177,-73.948806,43 AVENUE,10 STREET,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,3245375,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,02:45:00,MANHATTAN,10026,40.8057259,-73.9544143,8 AVENUE,WEST 118 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3244784,PASSENGER VEHICLE,BICYCLE,,,
2015-06-23 00:00:00+00,02:55:00,BROOKLYN,11216,40.6817737,-73.9435997,TOMPKINS AVENUE,MACON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3245169,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,03:15:00,MANHATTAN,10017,40.7521198,-73.9776766,EAST 42 STREET,PARK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3244669,SPORT UTILITY / STATION WAGON,,,,
2015-06-23 00:00:00+00,03:48:00,,,,,109 AVENUE,127 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3247886,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-23 00:00:00+00,04:00:00,MANHATTAN,10004,40.7015053,-74.0125507,SOUTH STREET,WHITEHALL STREET,,1,0,0,0,0,0,1,0,Driver Inexperience,,,,,3244626,SPORT UTILITY / STATION WAGON,,,,
2015-06-23 00:00:00+00,04:15:00,,,40.7014547,-73.9896203,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245199,OTHER,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,16:30:00,MANHATTAN,10027,40.8096398,-73.9478407,WEST 126 STREET,7 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3246299,PASSENGER VEHICLE,,,,
2015-06-23 00:00:00+00,16:33:00,MANHATTAN,10023,40.7799246,-73.9806751,WEST 74 STREET,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,,,,,,3244759,PASSENGER VEHICLE,TAXI,,,
2015-06-22 00:00:00+00,20:26:00,,,,,,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3244109,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
2015-06-23 00:00:00+00,04:30:00,QUEENS,11423,40.7186499,-73.7642738,198 STREET,89 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,3246642,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
2015-06-23 00:00:00+00,05:00:00,BROOKLYN,11204,40.6145887,-73.9842852,21 AVENUE,66 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,3244993,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
2015-06-23 00:00:00+00,05:20:00,MANHATTAN,10022,40.7606005,-73.9643142,EAST 59 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3244736,LARGE COM VEH(6 OR MORE TIRES),OTHER,,,
2015-06-23 00:00:00+00,05:40:00,QUEENS,11415,40.7120013,-73.8254559,QUEENS BOULEVARD,83 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Traffic Control Disregarded,,,,3245258,TAXI,PICK-UP TRUCK,,,
2015-06-23 00:00:00+00,05:45:00,MANHATTAN,10022,40.7606005,-73.9643142,EAST 59 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3244733,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
2015-06-23 00:00:00+00,05:50:00,STATEN ISLAND,10309,40.5608537,-74.1999069,WEST SERVICE ROAD,ARDEN AVENUE,,0,0,0,0,0,0,0,0,Failure to Keep Right,,,,,3245585,PASSENGER VEHICLE,,,,
2015-06-23 00:00:00+00,06:00:00,BROOKLYN,11221,40.6906912,-73.9161977,EVERGREEN AVENUE,PUTNAM AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245195,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-23 00:00:00+00,06:00:00,BROOKLYN,11237,40.6946866,-73.911108,KNICKERBOCKER AVENUE,CORNELIA STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245189,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,06:05:00,BRONX,10451,40.8266071,-73.9266316,RIVER AVENUE,EAST 158 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3244880,VAN,,,,
2015-06-23 00:00:00+00,06:25:00,,,,,MERRICK BOULEVARD,107 AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3246640,TAXI,UNKNOWN,,,
2015-06-23 00:00:00+00,06:30:00,QUEENS,11104,40.7418123,-73.919919,45 STREET,GREENPOINT AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3245376,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,06:30:00,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245741,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,,
2015-06-23 00:00:00+00,06:30:00,MANHATTAN,10065,40.7628049,-73.9656703,EAST 61 STREET,3 AVENUE,,1,0,0,0,1,0,0,0,Fatigued/Drowsy,Unspecified,,,,3244734,TAXI,BICYCLE,,,
2015-06-23 00:00:00+00,06:43:00,QUEENS,11354,40.7581413,-73.8351603,ROOSEVELT AVENUE,JANET PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3245402,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,06:45:00,BROOKLYN,11208,40.680015,-73.8774282,ATLANTIC AVENUE,LOGAN STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3245137,OTHER,SPORT UTILITY / STATION WAGON,,,
2015-06-23 00:00:00+00,06:45:00,BROOKLYN,11212,40.675207,-73.9043888,EAST NEW YORK AVENUE,JUNIUS STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3245113,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2015-06-23 00:00:00+00,07:00:00,BRONX,10467,40.8799479,-73.8808494,EAST 210 STREET,STEUBEN AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3244952,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,07:05:00,BROOKLYN,11220,40.6475898,-74.0114127,48 STREET,4 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3245101,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,20:10:00,BROOKLYN,11213,40.6705818,-73.9309525,UTICA AVENUE,SAINT JOHNS PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3254453,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-23 00:00:00+00,19:00:00,,,40.7024569,-73.859396,,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3245967,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2015-06-23 00:00:00+00,07:10:00,,,40.7484151,-73.7380615,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Traffic Control Disregarded,Unspecified,,,3245458,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
2015-06-23 00:00:00+00,07:15:00,BROOKLYN,11208,40.6741228,-73.8808025,PITKIN AVENUE,SHEPHERD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245132,PASSENGER VEHICLE,OTHER,,,
2015-06-23 00:00:00+00,07:15:00,STATEN ISLAND,10310,40.6347036,-74.1065385,CASTLETON AVENUE,BARD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245534,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,07:30:00,BRONX,10454,40.804696,-73.9223863,BRUCKNER BOULEVARD,BROWN PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3244827,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,07:30:00,QUEENS,11368,40.7570714,-73.8560406,34 AVENUE,113 STREET,,1,0,0,0,1,0,0,0,Passenger Distraction,Passenger Distraction,,,,3245504,PASSENGER VEHICLE,BICYCLE,,,
2015-06-23 00:00:00+00,07:33:00,MANHATTAN,10001,40.7497883,-73.9877686,WEST 34 STREET,6 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3244681,PICK-UP TRUCK,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,07:40:00,,,40.6898113,-73.8092993,,,,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,3245278,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,07:50:00,MANHATTAN,10031,40.8175991,-73.953185,AMSTERDAM AVENUE,WEST 133 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3244780,SPORT UTILITY / STATION WAGON,SMALL COM VEH(4 TIRES),,,
2015-06-23 00:00:00+00,07:50:00,MANHATTAN,10031,40.8283988,-73.9452966,WEST 150 STREET,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3244788,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,07:50:00,QUEENS,11420,40.6772586,-73.8187293,115 AVENUE,120 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245344,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,07:50:00,QUEENS,11368,40.7546449,-73.860424,36 AVENUE,108 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3245502,PASSENGER VEHICLE,,,,
2015-06-23 00:00:00+00,07:53:00,,,,,,,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3245233,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
2015-06-23 00:00:00+00,07:55:00,BROOKLYN,11212,40.6703737,-73.908033,,,107 WATKINS STREET,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3245115,SPORT UTILITY / STATION WAGON,,,,
2015-06-23 00:00:00+00,00:10:00,STATEN ISLAND,10307,40.510712,-74.2343997,BEDELL AVENUE,JACOB STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3245586,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
2015-06-23 00:00:00+00,00:01:00,,,40.8132798,-73.8974792,,,,4,0,0,0,0,0,4,0,Tire Failure/Inadequate,Driver Inattention/Distraction,,,,3245725,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,00:01:00,QUEENS,11377,40.7599599,-73.8982209,30 AVENUE,69 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245505,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,00:01:00,MANHATTAN,10009,40.7251925,-73.9870443,EAST 4 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3244649,VAN,TAXI,,,
2015-06-23 00:00:00+00,07:30:00,BROOKLYN,11221,40.6898365,-73.9146988,JEFFERSON AVENUE,EVERGREEN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245193,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2015-06-23 00:00:00+00,10:45:00,,,,,,,FRONT OF 130 STUYVESANT PLACE,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3245538,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,10:45:00,,,,,BROOKVILLE BOULEVARD,138 AVENUE,,1,0,0,0,0,0,1,0,Lost Consciousness,Failure to Yield Right-of-Way,,,,3245983,PASSENGER VEHICLE,MOTORCYCLE,,,
2015-06-23 00:00:00+00,12:00:00,QUEENS,11426,40.7419024,-73.720782,,,80-23 249 ST,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245333,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,12:00:00,,,,,108 AVENUE,154 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3246635,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-23 00:00:00+00,13:20:00,BROOKLYN,11224,40.5759262,-73.9911338,MERMAID AVENUE,WEST 24 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3244959,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,18:35:00,MANHATTAN,10002,40.7229337,-73.9886394,EAST HOUSTON STREET,ALLEN STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3244637,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-23 00:00:00+00,01:00:00,,,40.677663,-73.8031211,FOCH BOULEVARD,VAN WYCK EXPRESSWAY,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3249291,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,01:00:00,,,,,SOUNDVIEW AVENUE,BRUCKNER BOULEVARD,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,3244852,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,01:02:00,,,40.739659,-73.817832,,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3245361,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,20:10:00,BROOKLYN,11230,40.616036,-73.9557865,AVENUE N,EAST 19 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3246474,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2015-06-23 00:00:00+00,08:30:00,BROOKLYN,11201,40.6960511,-73.9850846,BRIDGE STREET,TILLARY STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3245200,FIRE TRUCK,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,08:30:00,MANHATTAN,10017,40.7500991,-73.9749344,EAST 41 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3244704,TAXI,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,08:52:00,QUEENS,11357,40.7888417,-73.8138031,14 AVENUE,150 STREET,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,Unspecified,,,3245399,UNKNOWN,PASSENGER VEHICLE,PASSENGER VEHICLE,,
2015-06-23 00:00:00+00,09:18:00,MANHATTAN,10006,40.7109059,-74.014457,WEST STREET,LIBERTY STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3244627,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,09:20:00,MANHATTAN,10022,40.7595778,-73.9680255,3 AVENUE,EAST 56 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Other Vehicular,,,,3244698,PICK-UP TRUCK,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,09:20:00,QUEENS,11379,40.7141972,-73.9020459,ELIOT AVENUE,61 STREET,,1,0,0,0,1,0,0,0,Lost Consciousness,Unspecified,,,,3245304,SPORT UTILITY / STATION WAGON,BICYCLE,,,
2015-06-23 00:00:00+00,11:00:00,BROOKLYN,11233,40.6763431,-73.910927,ATLANTIC AVENUE,ROCKAWAY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245880,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,12:59:00,,,40.7139775,-73.9530878,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3245227,OTHER,VAN,,,
2015-06-23 00:00:00+00,17:00:00,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3244866,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,19:30:00,BRONX,10467,40.8660164,-73.8663113,,,2724 CRUGER AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245782,TAXI,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,20:08:00,,,,,PECK AVENUE,HORACE HARDING EXPRESSWAY,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3246000,PASSENGER VEHICLE,PICK-UP TRUCK,,,
2015-06-23 00:00:00+00,21:19:00,BRONX,10455,40.818995,-73.9097389,EAGLE AVENUE,EAST 156 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3249559,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,23:00:00,QUEENS,11385,40.7054697,-73.9097303,ONDERDONK AVENUE,MENAHAN STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245309,VAN,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,17:30:00,QUEENS,11378,40.7287817,-73.926144,43 STREET,56 ROAD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3245389,PASSENGER VEHICLE,TAXI,,,
2015-06-23 00:00:00+00,19:10:00,,,,,SOUTH GANNON AVENUE,GANSEVOORT BOULEVARD,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3246109,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,15:20:00,MANHATTAN,10002,40.7214625,-73.9885242,ORCHARD STREET,STANTON STREET,,0,0,0,0,0,0,0,0,,,,,,3245621,OTHER,SMALL COM VEH(4 TIRES),,,
2015-06-23 00:00:00+00,20:00:00,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3244864,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,11:10:00,BRONX,10455,40.8204277,-73.9169015,,,374 EAST 155 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3248862,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-23 00:00:00+00,15:55:00,,,40.5969839,-73.9074755,,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3245009,VAN,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,17:00:00,,,40.6425396,-73.8765111,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3246520,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,17:35:00,,,,,,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3246714,TAXI,UNKNOWN,,,
2015-06-23 00:00:00+00,19:26:00,,,,,BOSTON ROAD,EAST FORDHAM ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3244944,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-23 00:00:00+00,20:30:00,,,,,,,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3246341,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-23 00:00:00+00,07:45:00,,,,,95 STREET,ROOSEVELT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3245448,SMALL COM VEH(4 TIRES),,,,
2015-06-23 00:00:00+00,16:00:00,,,,,,,PARKING LOT 112-11 LIBERTY AVENUE,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3245994,PASSENGER VEHICLE,,,,
2015-06-23 00:00:00+00,10:59:00,,,,,INDEPENDENCE AVENUE,RICHMOND AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245551,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2015-06-23 00:00:00+00,11:45:00,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3245743,SPORT UTILITY / STATION WAGON,SMALL COM VEH(4 TIRES),,,
2015-06-23 00:00:00+00,14:15:00,,,,,ADAMS STREET,JORALEMON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3245201,PASSENGER VEHICLE,UNKNOWN,,,
2015-06-23 00:00:00+00,17:00:00,,,40.7336872,-73.92395,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3246019,PASSENGER VEHICLE,VAN,,,
2015-06-22 00:00:00+00,18:30:00,,,,,BRADLEY AVENUE,VICTORY BOULEVARD,,0,0,0,0,0,0,0,0,Glare,Unspecified,,,,3244616,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
