time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-10-08T18:15:53.250Z,-52.8611,12.4736,10,4.7,mb,,105,20.051,1.18,us,us20007cu7,2016-10-12T15:02:25.040Z,Southwest of Africa,earthquake,14.8,1.1,0.127,19,reviewed,us,us
2016-10-08T18:11:09.590Z,42.74,13.19,11,4.3,mb,,,,1.26,us,us20007cth,2016-10-12T14:52:35.811Z,"9km SE of Norcia, Italy",earthquake,4.2,5.6,0.187,8,reviewed,rom,us
2016-10-08T18:10:13.130Z,20.0106,146.7845,10,5.4,mww,,21,4.837,0.76,us,us20007cti,2016-10-16T06:59:58.000Z,"180km NE of Agrihan, Northern Mariana Islands",earthquake,6,1.7,,,reviewed,us,us
2016-10-08T17:27:21.720Z,-29.5854,-72.1584,13.81,4.1,mwr,,139,0.866,1.14,us,us20007ctc,2016-10-12T14:29:42.040Z,"88km WNW of Coquimbo, Chile",earthquake,3.8,5.9,0.042,54,reviewed,us,us
2016-10-08T17:11:19.800Z,32.6655,-115.7928333,5.16,2.51,ml,35,72,0.05833,0.22,ci,ci37713208,2016-10-10T17:02:12.950Z,"20km ESE of Ocotillo, CA",earthquake,0.25,0.56,0.18,83,reviewed,ci,ci
2016-10-08T15:25:12.050Z,17.4118,-93.9238,184.03,4.4,mb,,128,2.047,1.18,us,us20007csw,2016-10-08T17:06:35.040Z,"53km SW of Chontalpa, Mexico",earthquake,9.2,11,0.075,52,reviewed,us,us
2016-10-08T14:57:59.760Z,-24.4534,-68.7227,125.28,4.1,mb,,96,1.058,0.67,us,us20007csu,2016-10-08T16:28:22.040Z,"177km SSW of San Pedro de Atacama, Chile",earthquake,4,10.6,0.368,3,reviewed,us,us
2016-10-08T12:54:34.600Z,18.8658,-65.6705,31,2.8,Md,5,280.8,0.61534597,0.2,pr,pr16282008,2016-10-08T17:12:05.102Z,"51km NNE of Vieques, Puerto Rico",earthquake,2.5,10.7,0,5,reviewed,pr,pr
2016-10-08T12:41:09.000Z,17.8458,-66.6181,11,2.5,Md,7,277.2,0.23086703,0.25,pr,pr16282007,2016-10-08T17:11:03.843Z,"18km S of Ponce, Puerto Rico",earthquake,1.4,1.1,0,6,reviewed,pr,pr
2016-10-08T12:08:08.330Z,36.386,-96.9303,7.99,2.9,mb_lg,,38,0.021,0.24,us,us20007csd,2016-10-08T17:31:25.810Z,"12km WNW of Pawnee, Oklahoma",earthquake,0.9,4.6,0.096,28,reviewed,us,us
2016-10-08T12:05:44.120Z,44.3758333,-116.2103333,4.61,2.58,ml,9,139,0.727,0.36,mb,mb80181694,2016-10-08T14:43:52.540Z,"20km SW of Cascade, Idaho",earthquake,1.21,2.01,0.226,8,reviewed,mb,mb
2016-10-08T11:10:29.920Z,36.4314,-98.7058,5,3.1,mb_lg,,76,0.055,0.4,us,us20007csa,2016-10-08T11:54:09.552Z,"27km NW of Fairview, Oklahoma",earthquake,2.2,2,0.08,41,reviewed,us,us
2016-10-08T10:53:16.600Z,19.3374996,-154.9900055,5.89,2.5,ml,51,219,0.09667,0.33,hv,hv61437156,2016-10-08T10:58:57.880Z,"16km SSW of Leilani Estates, Hawaii",earthquake,0.76,0.7,0.34,9,automatic,hv,hv
2016-10-08T09:27:19.600Z,18.5834,-65.0223,27,2.9,Md,9,223.2,0.23985018,0.05,pr,pr16282001,2016-10-08T09:49:13.164Z,"28km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.4,2,0,6,reviewed,pr,pr
2016-10-08T09:07:20.100Z,19.0755,-67.688,28,3,Md,5,334.8,0.81387365,0.28,pr,pr16282003,2016-10-08T13:06:50.820Z,"89km NW of San Antonio, Puerto Rico",earthquake,3.5,19.2,0,3,reviewed,pr,pr
2016-10-08T07:48:44.290Z,-25.3558,-69.475,130.62,4.4,mb,,85,0.218,1.1,us,us20007cru,2016-10-08T08:02:33.040Z,"101km E of Taltal, Chile",earthquake,7.1,8,0.218,6,reviewed,us,us
2016-10-08T07:32:53.490Z,13.5882,120.7064,162.24,5,mb,,95,8.057,0.88,us,us20007crs,2016-10-08T10:31:28.660Z,"14km NNW of Wawa, Philippines",earthquake,10.5,6.4,0.074,58,reviewed,us,us
2016-10-08T06:35:30.000Z,63.2053,-150.4929,122.2,2.5,ml,,,,0.43,ak,ak14190218,2016-10-14T20:25:56.622Z,"80km WSW of Cantwell, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-10-08T05:03:14.000Z,53.3481,-165.6278,39.2,3.3,ml,,,,0.37,ak,ak14190204,2016-10-17T18:24:42.994Z,"83km SE of Unalaska, Alaska",earthquake,1.3,1.2,,,reviewed,ak,ak
2016-10-08T04:43:46.000Z,-29.426,-71.074,61.5,4.2,ml,,,,1.05,us,us20007crg,2016-10-08T22:50:13.713Z,"56km NNE of La Serena, Chile",earthquake,4.4,8.4,,,reviewed,guc,guc
2016-10-08T04:37:43.270Z,-36.0563,-101.0001,23.03,5.3,mb,,83,11.384,0.72,us,us20007crf,2016-10-16T06:59:57.000Z,Southeast of Easter Island,earthquake,12,4.8,0.031,344,reviewed,us,us
2016-10-08T04:29:46.840Z,20.3416,-57.4209,14.26,4.9,mb,,90,4.911,0.85,us,us20007crc,2016-10-08T04:45:48.040Z,North Atlantic Ocean,earthquake,4.3,4.6,0.04,199,reviewed,us,us
2016-10-08T03:37:38.000Z,51.6836,176.5929,29,3.5,ml,,,,0.63,ak,ak14190111,2016-10-14T20:25:03.568Z,"83km WSW of Kiska Volcano, Alaska",earthquake,0.4,4.5,,,reviewed,ak,ak
2016-10-08T03:25:26.990Z,34.6881667,-120.2763333,3.05,3.4,ml,44,49,0.04733,0.18,ci,ci37712704,2016-10-12T13:42:21.542Z,"6km S of Los Alamos, CA",earthquake,0.22,0.38,0.109,104,reviewed,ci,ci
2016-10-08T02:40:43.200Z,17.8768,-66.6488,6,2.6,Md,11,201.6,0.20751083,0.2,pr,pr16282000,2016-10-08T03:50:54.375Z,"14km SSE of Tallaboa, Puerto Rico",earthquake,0.4,0.6,0,7,reviewed,pr,pr
2016-10-08T02:16:52.000Z,65.4135,-170.0184,9.4,3.3,ml,,,,0.28,ak,ak14206501,2016-10-14T20:25:23.086Z,"49km ESE of Lavrentiya, Russia",earthquake,7.4,2.4,,,reviewed,ak,ak
2016-10-08T01:13:16.000Z,53.5484,-167.1326,13.2,3.3,ml,,,,0.54,ak,ak14189982,2016-10-14T20:25:02.224Z,"53km SW of Unalaska, Alaska",earthquake,0.7,0.4,,,reviewed,ak,ak
2016-10-08T00:33:23.970Z,41.012,22.6847,10,4,mb,,51,0.922,1.13,us,us20007cpm,2016-10-08T08:34:00.491Z,"10km ENE of Polykastron, Greece",earthquake,3.5,1.8,0.184,8,reviewed,us,us
2016-10-08T00:21:27.570Z,20.0243333,-155.3721667,9.033,3.23,ml,26,209,0.1276,0.19,hv,hv61436771,2016-10-08T17:59:52.710Z,"12km ESE of Honoka'a, Hawaii",earthquake,0.66,0.9,0.139,38,reviewed,hv,hv
2016-10-07T23:59:27.980Z,-30.9668,-71.4831,69.96,4.6,mwr,,87,0.319,1.67,us,us20007cpf,2016-10-08T00:49:36.040Z,"49km SSW of Ovalle, Chile",earthquake,5.9,5,0.05,39,reviewed,us,us
2016-10-07T23:32:42.790Z,36.5299,70.3238,209.33,4.4,mb,,149,1.462,0.79,us,us20007cpc,2016-10-08T00:00:51.040Z,"41km E of Farkhar, Afghanistan",earthquake,7.2,7.9,0.22,6,reviewed,us,us
2016-10-07T23:30:35.700Z,18.8715,-64.6911,8,3,Md,8,288,0.45724248,0.12,pr,pr16281010,2016-10-08T03:33:52.430Z,"50km N of Road Town, British Virgin Islands",earthquake,1.3,1.6,0,7,reviewed,pr,pr
2016-10-07T23:08:46.400Z,17.8719,-65.6396,5,2.5,Md,5,262.8,0.23895187,0.23,pr,pr16281009,2016-10-08T03:24:00.256Z,"28km SE of El Negro, Puerto Rico",earthquake,1.1,0.8,0,4,reviewed,pr,pr
2016-10-07T23:05:20.000Z,64.1,-165.7656,10.2,2.8,ml,,,,0.72,ak,ak14200972,2016-10-17T17:40:58.397Z,"47km SSW of Nome, Alaska",earthquake,2.3,2.1,,,reviewed,ak,ak
2016-10-07T22:33:25.000Z,55.5346,-135.5205,27.4,2.7,ml,,,,0.33,ak,ak14200968,2016-10-17T17:41:01.856Z,"150km W of Craig, Alaska",earthquake,1.9,2.4,,,reviewed,ak,ak
2016-10-07T20:20:20.810Z,36.8158,-97.6197,4.75,2.9,mb_lg,,53,0.195,0.15,us,us20007cnl,2016-10-08T15:23:59.040Z,"10km E of Medford, Oklahoma",earthquake,0.8,2,0.208,6,reviewed,us,us
2016-10-07T18:23:24.000Z,60.6116,-147.5739,4.3,2.5,ml,,,,0.56,ak,ak14189359,2016-10-13T00:27:24.116Z,"63km ESE of Whittier, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-10-07T16:28:48.220Z,31.915,-116.1981667,9.88,3.01,ml,30,119,0.2307,0.25,ci,ci37712312,2016-10-07T17:25:22.228Z,"40km E of Ensenada, B.C., MX",earthquake,0.29,0.94,0.147,70,reviewed,ci,ci
2016-10-07T16:17:31.220Z,1.495,127.1541,130.32,4.7,mb,,117,0.749,0.68,us,us20007cli,2016-10-09T15:12:28.404Z,"81km NNW of Ternate, Indonesia",earthquake,9.4,8.1,0.077,51,reviewed,us,us
2016-10-07T16:11:30.000Z,56.5928,-157.1013,75.5,2.5,ml,,,,0.63,ak,ak14200936,2016-10-13T00:27:14.389Z,"109km ENE of Chignik Lake, Alaska",earthquake,0.6,1.1,,,reviewed,ak,ak
2016-10-07T15:28:06.720Z,3.8228,95.7596,44.06,4.3,mb,,153,1.831,0.93,us,us20007cl8,2016-10-07T22:03:22.040Z,"53km SW of Meulaboh, Indonesia",earthquake,10.5,11.9,0.116,21,reviewed,us,us
2016-10-07T15:14:12.050Z,14.3256,-93.8694,10,4.6,mb,,151,2.116,0.82,us,us20007cl7,2016-10-07T21:56:55.040Z,"160km SW of Mapastepec, Mexico",earthquake,5.9,1.9,0.064,73,reviewed,us,us
2016-10-07T13:46:18.660Z,33.0281667,-116.433,8.4,2.68,ml,81,32,0.1361,0.17,ci,ci37712248,2016-10-08T03:22:00.521Z,"17km ESE of Julian, CA",earthquake,0.12,0.49,0.154,123,reviewed,ci,ci
2016-10-07T13:20:09.400Z,18.2427,-68.5485,154,3.5,Md,21,226.8,0.3117154,0.38,pr,pr16281004,2016-10-08T00:34:53.520Z,"16km SSE of Boca de Yuma, Dominican Republic",earthquake,4.5,1.7,0,16,reviewed,pr,pr
2016-10-07T12:18:30.020Z,-56.6866,-141.4116,10,5,mb,,154,27.466,0.76,us,us20007ckm,2016-10-07T12:38:23.040Z,Pacific-Antarctic Ridge,earthquake,14,1.9,0.107,28,reviewed,us,us
2016-10-07T09:48:52.190Z,-5.1167,147.5379,117.87,4.8,mb,,202,4.276,0.86,us,us20007ck0,2016-10-07T10:07:10.040Z,"168km NNW of Finschhafen, Papua New Guinea",earthquake,13.7,12.4,0.114,24,reviewed,us,us
2016-10-07T09:25:47.280Z,45.2285,18.4035,10,3.9,mb,,40,1.6,0.99,us,us20007cjw,2016-10-09T21:15:05.583Z,"1km W of Strizivojna, Croatia",earthquake,6.2,2,0.296,3,reviewed,us,us
2016-10-07T09:17:43.300Z,18.2119,-67.7585,7,2.9,Md,11,187.2,0.31441035,0.4,pr,pr16281003,2016-10-07T09:51:35.379Z,"55km WSW of Rincon, Puerto Rico",earthquake,1.6,1.9,0,6,reviewed,pr,pr
2016-10-07T06:55:55.000Z,52.3542,-169.4106,35.5,3.3,ml,,,,0.53,ak,ak14188898,2016-10-17T17:41:08.507Z,"74km SSW of Nikolski, Alaska",earthquake,1.7,0.7,,,reviewed,ak,ak
2016-10-07T06:25:35.500Z,19.6891,-64.4257,45,3.4,Md,6,324,1.59540794,0.36,pr,pr16281002,2016-10-07T08:58:44.506Z,"142km N of Road Town, British Virgin Islands",earthquake,5,27.5,0,3,reviewed,pr,pr
2016-10-07T04:44:41.000Z,63.4475,-150.0943,125,2.7,ml,,,,0.49,ak,ak14188864,2016-10-13T00:27:56.121Z,"57km W of Cantwell, Alaska",earthquake,0.2,0.3,,,reviewed,ak,ak
2016-10-07T03:15:29.120Z,11.6494,-87.3338,45.36,4.3,mb,,151,1.049,0.78,us,us20007ci1,2016-10-07T07:16:39.040Z,"90km W of Masachapa, Nicaragua",earthquake,7.2,13.6,0.168,10,reviewed,us,us
2016-10-07T03:14:08.300Z,19.374,-64.8366,40,3.1,Md,5,313.2,1.03755415,0.31,pr,pr16281001,2016-10-07T08:55:53.097Z,"108km NNW of Road Town, British Virgin Islands",earthquake,6,25,0,4,reviewed,pr,pr
2016-10-07T01:35:30.450Z,31.5761667,-114.4128333,5.94,3.07,ml,8,126,0.6549,0.23,ci,ci37711960,2016-10-07T16:10:55.079Z,"88km SE of Estacion Coahuila, B.C., MX",earthquake,0.41,31.61,0.223,29,reviewed,ci,ci
2016-10-07T01:27:52.890Z,-30.55,-71.0886,82.81,4,mb,,93,0.448,0.72,us,us20007ch8,2016-10-07T21:12:24.040Z,"11km ENE of Ovalle, Chile",earthquake,5.4,6,0.518,1,reviewed,us,us
2016-10-07T00:14:21.450Z,42.0019,142.5273,58.46,4.6,mb,,100,0.469,0.76,us,us20007cgw,2016-10-07T00:45:38.040Z,"39km SSE of Shizunai, Japan",earthquake,5,6.2,0.046,142,reviewed,us,us
2016-10-07T00:02:33.700Z,18.823,-64.3844,6,2.5,Md,3,334.8,0.61085439,0.25,pr,pr16281000,2016-10-07T03:54:08.532Z,"51km NNE of Road Town, British Virgin Islands",earthquake,14.4,10.9,0,2,reviewed,pr,pr
2016-10-06T23:21:15.500Z,18.8598,-64.26,31,2.6,Md,6,327.6,0.55426053,0.18,pr,pr16280007,2016-10-07T03:34:05.250Z,"61km NE of Road Town, British Virgin Islands",earthquake,4.4,10.1,0,6,reviewed,pr,pr
2016-10-06T23:16:19.290Z,36.8139,-97.5355,3.24,2.5,mb_lg,,65,0.203,0.39,us,us20007cgg,2016-10-07T12:41:46.551Z,"17km E of Medford, Oklahoma",earthquake,1.1,7.2,0.136,14,reviewed,us,us
2016-10-06T23:15:06.610Z,36.1575,69.7414,121.6,4.4,mb,,57,1.91,1.41,us,us20007cgk,2016-10-06T23:33:50.040Z,"47km SSW of Farkhar, Afghanistan",earthquake,7.6,6.7,0.059,83,reviewed,us,us
2016-10-06T22:50:53.480Z,-4.0666,131.5244,24.61,4.2,mb,,137,1.349,1.39,us,us20007cga,2016-10-06T23:17:05.040Z,"223km NW of Tual, Indonesia",earthquake,9,10.4,0.132,16,reviewed,us,us
2016-10-06T22:12:03.210Z,-23.9679,-66.8361,193.88,4.4,mb,,34,1.594,0.71,us,us20007cfw,2016-10-06T22:36:43.040Z,"59km WNW of San Antonio de los Cobres, Argentina",earthquake,4.3,7,0.05,115,reviewed,us,us
2016-10-06T21:43:27.000Z,52.0321,-175.606,70,3.2,ml,,,,0.44,ak,ak14188467,2016-10-15T01:41:58.418Z,"74km ENE of Adak, Alaska",earthquake,4.5,0.7,,,reviewed,ak,ak
2016-10-06T20:57:08.290Z,-4.1152,-104.0358,10,5.2,mb,,142,14.155,0.82,us,us20007cfa,2016-10-16T06:59:55.000Z,Central East Pacific Rise,earthquake,12.6,1.9,0.032,319,reviewed,us,us
2016-10-06T20:54:49.520Z,33.761,-118.1243333,14.5,2.88,ml,96,122,0.04753,0.24,ci,ci37711808,2016-10-09T20:15:22.198Z,"3km NW of Seal Beach, CA",earthquake,0.25,0.36,0.176,202,reviewed,ci,ci
2016-10-06T19:48:15.400Z,18.298,-68.517,66,3.1,Md,13,198,0.24973165,0.36,pr,pr16280006,2016-10-06T20:27:42.038Z,"13km SE of Boca de Yuma, Dominican Republic",earthquake,6.8,2.7,0,11,reviewed,pr,pr
2016-10-06T19:09:50.480Z,12.2111,125.0756,61.47,5,mb,,46,5.133,0.79,us,us20007cds,2016-10-06T19:59:41.040Z,"14km SSE of Las Navas, Philippines",earthquake,7,5.7,0.042,177,reviewed,us,us
2016-10-06T19:07:46.510Z,36.0752,-96.8279,5,2.8,mb_lg,,55,0.094,0.25,us,us20007cdl,2016-10-07T12:38:23.482Z,"11km NNW of Cushing, Oklahoma",earthquake,1.3,1.7,0.255,4,reviewed,us,us
2016-10-06T17:37:51.060Z,31.5016667,-114.351,5.94,3.42,ml,6,138,0.6303,0.03,ci,ci37711680,2016-10-06T23:01:22.104Z,"98km SE of Estacion Coahuila, B.C., MX",earthquake,0.2,31.61,0.221,23,reviewed,ci,ci
2016-10-06T17:20:18.850Z,37.91,-111.8113333,8.91,2.99,ml,27,111,0.162,0.25,uu,uu60164802,2016-10-06T20:41:25.040Z,"24km NW of Escalante, Utah",earthquake,0.54,0.96,0.119,20,reviewed,uu,uu
2016-10-06T15:51:59.200Z,22.6273,121.4348,14,5.8,mww,,18,0.378,1.08,us,us20007ccf,2016-10-16T06:59:53.000Z,"33km ESE of Taitung City, Taiwan",earthquake,4.4,1.6,,,reviewed,us,us
2016-10-06T14:18:53.000Z,51.4553,-174.2433,18.5,3,ml,,,,0.53,ak,ak14188077,2016-10-14T23:17:08.669Z,"82km S of Atka, Alaska",earthquake,1.5,0.7,,,reviewed,ak,ak
2016-10-06T13:35:06.000Z,52.6262,-168.2271,30.5,2.7,ml,,,,0.38,ak,ak14188040,2016-10-14T23:17:06.081Z,"55km SE of Nikolski, Alaska",earthquake,2.5,7.3,,,reviewed,ak,ak
2016-10-06T13:20:51.700Z,33.7081667,-116.8403333,14.67,2.52,ml,115,10,0.07271,0.18,ci,ci37711472,2016-10-07T13:33:48.505Z,"7km SE of Valle Vista, CA",earthquake,0.11,0.25,0.178,142,reviewed,ci,ci
2016-10-06T11:38:17.800Z,-8.1254,148.0926,47.48,4.7,mb,,99,1.57,0.93,us,us20007cbs,2016-10-07T00:14:37.040Z,"71km NNW of Popondetta, Papua New Guinea",earthquake,7.9,7.1,0.065,73,reviewed,us,us
2016-10-06T10:53:18.670Z,36.8068,-97.5513,4.73,3.4,mb_lg,,65,0.214,0.26,us,us20007cbp,2016-10-06T11:03:50.040Z,"16km E of Medford, Oklahoma",earthquake,0.8,6.6,0.054,91,reviewed,us,us
2016-10-06T10:23:00.950Z,30.4963,142.2554,10,4.8,mb,,116,3.337,0.93,us,us20007cbm,2016-10-06T10:43:02.040Z,"Izu Islands, Japan region",earthquake,5.2,1.9,0.044,160,reviewed,us,us
2016-10-06T09:47:45.770Z,-29.1212,61.1265,10,4.8,mb,,86,9.296,0.58,us,us20007cbi,2016-10-06T10:05:56.040Z,Southwest Indian Ridge,earthquake,11.1,1.9,0.107,27,reviewed,us,us
2016-10-06T08:52:39.000Z,55.8811,-160.1707,121,2.9,ml,,,,0.42,ak,ak14187929,2016-10-15T01:41:55.142Z,"64km NNE of Sand Point, Alaska",earthquake,0.8,0.6,,,reviewed,ak,ak
2016-10-06T08:23:14.040Z,35.6932,-97.2929,4.06,2.6,mb_lg,,67,0.091,0.09,us,us20007cb5,2016-10-07T00:31:42.622Z,"9km WNW of Luther, Oklahoma",earthquake,1,3.9,0.106,23,reviewed,us,us
2016-10-06T08:01:17.200Z,18.0741,-66.0745,7,3,Md,16,108,0.09252647,0.37,pr,pr16280002,2016-10-06T08:22:02.099Z,"5km NNW of Yaurel, Puerto Rico",earthquake,0.7,1.1,0,13,reviewed,pr,pr
2016-10-06T07:54:38.900Z,18.0862,-66.0804,6,3,Md,17,100.8,0.08354332,0.27,pr,pr16280003,2016-10-06T08:37:39.233Z,"5km SSE of G. L. Garcia, Puerto Rico",earthquake,0.4,0.5,0,17,reviewed,pr,pr
2016-10-06T07:50:41.900Z,18.0779,-66.0684,4,2.5,Md,9,111.6,0.09701805,0.15,pr,pr16280001,2016-10-06T08:09:30.537Z,"5km NNW of Yaurel, Puerto Rico",earthquake,0.5,0.7,0,7,reviewed,pr,pr
2016-10-06T07:36:24.770Z,-28.7561,-62.6862,605.82,4.2,mb,,76,5.372,0.54,us,us20007cb0,2016-10-06T07:54:56.040Z,"31km SE of Colonia Dora, Argentina",earthquake,15,8.3,0.216,6,reviewed,us,us
2016-10-06T07:01:45.870Z,-28.306,-64.7942,29.97,4.2,mb,,64,4.118,1.1,us,us20007cay,2016-10-06T13:41:41.712Z,"53km SE of San Pedro, Argentina",earthquake,6.1,7.6,0.215,6,reviewed,us,us
2016-10-06T06:36:43.020Z,36.4506,-98.7496,5,2.6,mb_lg,,74,0.028,0.48,us,us20007cat,2016-10-06T08:45:53.021Z,"31km NW of Fairview, Oklahoma",earthquake,1.5,2,0.142,13,reviewed,us,us
2016-10-06T06:06:19.650Z,47.188,-123.4506667,41.09,2.61,ml,27,51,0.1501,0.16,uw,uw61202567,2016-10-11T17:45:50.247Z,"20km N of Elma, Washington",earthquake,0.36,0.59,0.175,18,reviewed,uw,uw
2016-10-06T06:05:17.000Z,51.5522,176.5409,25.6,3.6,ml,,,,0.34,ak,ak14187881,2016-10-14T23:16:26.045Z,"95km SW of Kiska Volcano, Alaska",earthquake,2.6,3.3,,,reviewed,ak,ak
2016-10-06T04:59:43.350Z,36.3888,-96.9403,7.93,2.5,ml,,50,0.027,0.17,us,us20007ca9,2016-10-06T14:22:41.040Z,"13km WNW of Pawnee, Oklahoma",earthquake,0.8,1.7,0.062,34,reviewed,us,us
2016-10-06T04:11:31.000Z,51.5837,178.4974,25.8,3.3,ml,,,,0.64,ak,ak14187850,2016-10-14T23:16:53.974Z,"40km S of Little Sitkin Island, Alaska",earthquake,1.1,2,,,reviewed,ak,ak
2016-10-06T02:25:13.010Z,9.3015,126.1886,71.77,4.6,mb,,107,2.298,0.99,us,us20007c9x,2016-10-06T02:44:30.040Z,"2km N of Cortes, Philippines",earthquake,11.3,8,0.081,45,reviewed,us,us
2016-10-06T02:19:42.200Z,18.089,-66.0781,4,3,Md,16,104.4,0.12576414,0.31,pr,pr16280000,2016-10-06T02:37:17.272Z,"5km SSE of G. L. Garcia, Puerto Rico",earthquake,0.4,0.8,0,15,reviewed,pr,pr
2016-10-06T00:52:55.760Z,19.3484,-69.2821,10,4.2,mb,,126,0.565,1.37,us,us20007c8t,2016-10-06T01:15:55.131Z,"16km NNE of Santa Barbara de Samana, Dominican Republic",earthquake,3.3,1.8,0.215,6,reviewed,us,us
2016-10-06T00:19:04.710Z,36.4168,-96.907,2.56,3.2,mb_lg,,32,0.018,0.24,us,us20007c8k,2016-10-06T06:01:28.576Z,"12km NW of Pawnee, Oklahoma",earthquake,1.2,6.1,0.057,79,reviewed,us,us
2016-10-05T23:44:47.350Z,37.4112,72.2528,220.1,4.3,mb,,132,0.486,0.82,us,us20007c8d,2016-10-06T00:13:39.040Z,"41km ENE of Roshtqal'a, Tajikistan",earthquake,5.1,5.4,0.108,24,reviewed,us,us
2016-10-05T23:07:01.620Z,-6.8393,129.8821,131.81,4.6,mb,,86,1.806,0.86,us,us20007c85,2016-10-05T23:26:01.040Z,"200km NW of Saumlaki, Indonesia",earthquake,8.3,7.3,0.098,31,reviewed,us,us
2016-10-05T22:34:38.000Z,69.6468,-144.5124,0.2,3,ml,,,,0.65,ak,ak14187524,2016-10-11T00:27:10.073Z,"63km SSW of Kaktovik, Alaska",earthquake,0.4,0.5,,,reviewed,ak,ak
2016-10-05T22:11:31.900Z,-21.0007,170.4143,95.94,4.5,mb,,242,2.274,0.81,us,us20007c7n,2016-10-05T22:42:14.040Z,"200km SE of Isangel, Vanuatu",earthquake,12.8,10,0.113,23,reviewed,us,us
2016-10-05T21:26:33.270Z,34.6929,141.9141,10,4.9,mb,,138,2.081,0.87,us,us20007c7b,2016-10-05T21:44:33.040Z,"151km SE of Hasaki, Japan",earthquake,7.1,1.9,0.091,38,reviewed,us,us
2016-10-05T21:24:15.700Z,-7.6665,128.1104,140.18,4.7,mb,,55,3.174,0.94,us,us20007c7c,2016-10-05T21:55:28.040Z,"296km ENE of Dili, East Timor",earthquake,3,8.6,0.104,28,reviewed,us,us
2016-10-05T20:53:39.120Z,7.0668,-34.1105,10,5.3,mb,,115,12.933,0.95,us,us20007c73,2016-10-16T06:59:51.000Z,Central Mid-Atlantic Ridge,earthquake,6.7,1.8,0.063,84,reviewed,us,us
2016-10-05T20:08:46.000Z,61.4748,-147.2011,21.5,3.9,ml,,,,0.51,ak,ak14187465,2016-10-15T00:53:55.011Z,"59km NW of Valdez, Alaska",earthquake,0.1,0.3,,,reviewed,ak,ak
2016-10-05T19:44:14.600Z,19.6005,-65.4383,79,2.7,Md,5,284.4,1.29447232,0.18,pr,pr16279002,2016-10-05T23:32:57.720Z,"136km NNE of Vieques, Puerto Rico",earthquake,4.5,10.2,0,3,reviewed,pr,pr
2016-10-05T18:47:49.230Z,-41.4419,-85.6942,10,5.2,mb,,132,10.987,0.86,us,us20007c65,2016-10-05T19:17:24.040Z,West Chile Rise,earthquake,8.4,1.8,0.047,150,reviewed,us,us
2016-10-05T18:08:35.020Z,37.5398333,-118.8291667,5.88,3.16,ml,47,59,0.05011,0.06,nc,nc72707756,2016-10-06T17:45:04.651Z,"17km SE of Mammoth Lakes, California",earthquake,0.18,0.53,0.2,23,reviewed,nc,nc
2016-10-05T16:45:59.100Z,36.4447,-98.7825,7.707,3.2,ml,,70,,0.34,us,us10006wet,2016-10-06T04:59:22.388Z,"33km NW of Fairview, Oklahoma",earthquake,1.5,3.5,,,reviewed,tul,tul
2016-10-05T16:06:15.040Z,-9.8113,-74.8888,112.59,5.2,mb,,78,2.891,1.03,us,us10006w2j,2016-10-06T13:56:29.532Z,"101km NNE of Oxapampa, Peru",earthquake,8.1,7,0.031,341,reviewed,us,us
2016-10-05T16:01:08.300Z,35.8637,-96.6823,5.947,3,ml,,62,,0.23,us,us10006vzx,2016-10-06T03:18:35.046Z,"12km N of Stroud, Oklahoma",earthquake,1,2.1,,,reviewed,tul,tul
2016-10-05T15:02:26.390Z,36.4279,-98.7556,5,3.5,mb_lg,,69,0.051,0.46,us,us10006vfa,2016-10-05T17:03:47.593Z,"30km NW of Fairview, Oklahoma",earthquake,1.6,1.9,0.054,89,reviewed,us,us
2016-10-05T15:02:11.590Z,-20.243,-177.6614,512.45,4.5,mb,,98,4.755,1.01,us,us10006vi7,2016-10-06T04:03:05.040Z,"117km ENE of Ndoi Island, Fiji",earthquake,12,5.6,0.047,132,reviewed,us,us
2016-10-05T14:54:22.000Z,51.581,176.5528,25.7,3.4,ml,,,,0.63,ak,ak14195563,2016-10-11T00:26:12.409Z,"92km SW of Kiska Volcano, Alaska",earthquake,0.7,1.7,,,reviewed,ak,ak
2016-10-05T14:47:47.000Z,54.543,-164.7195,5.2,2.6,ml,,,,0.49,ak,ak14195562,2016-10-11T00:26:11.770Z,"82km NE of Akutan, Alaska",earthquake,0.4,0.1,,,reviewed,ak,ak
2016-10-05T14:11:30.240Z,33.1601667,-115.6421667,2.93,3.02,ml,54,46,0.02816,0.22,ci,ci37710608,2016-10-09T03:16:34.219Z,"12km WNW of Calipatria, CA",earthquake,0.16,0.29,0.133,96,reviewed,ci,ci
2016-10-05T13:47:47.380Z,33.1595,-115.6416667,3,3.4,ml,57,48,0.02824,0.22,ci,ci37710576,2016-10-09T03:16:23.391Z,"12km WNW of Calipatria, CA",earthquake,0.16,0.29,0.143,115,reviewed,ci,ci
2016-10-05T13:46:10.500Z,36.4608,-99.1555,4.079,3,ml,,140,,0.38,us,us10006v72,2016-10-06T03:37:14.778Z,"5km ENE of Mooreland, Oklahoma",earthquake,3,7.5,,,reviewed,tul,tul
